ubigeo,departamento,provincia,distrito,IASE_base,IASE_alt,clase_base,clase_alt,rank_base,rank_alt,rank_change,clase_change
150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
160801,LORETO,PUTUMAYO,PUTUMAYO,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
150403,LIMA,CANTA,HUAMANTANGA,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
150904,LIMA,OYON,COCHAMARCA,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
021904,ANCASH,SIHUAS,CASHAPAMPA,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
130608,LA LIBERTAD,OTUZCO,MACHE,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
100112,HUANUCO,HUANUCO,YACUS,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
021602,ANCASH,POMABAMBA,HUAYLLAN,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
020802,ANCASH,CASMA,BUENA VISTA ALTA,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
070104,CALLAO,CALLAO,LA PERLA,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
150717,LIMA,HUAROCHIRI,SAN BARTOLOME,0.015873015873015872,0.011904761904761904,Muy bajo,Muy bajo,1352,1352,0,False
130401,LA LIBERTAD,CHEPEN,CHEPEN,0.015363074368703121,0.01152230577652734,Muy bajo,Muy bajo,1444,1444,0,False
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,0.013160917722182603,0.009870688291636953,Muy bajo,Muy bajo,1445,1445,0,False
021905,ANCASH,SIHUAS,CHINGALPO,0.012700815349404659,0.009525611512053495,Muy bajo,Muy bajo,1446,1446,0,False
220910,SAN MARTIN,SAN MARTIN,MORALES,0.012144024796840049,0.009108018597630036,Muy bajo,Muy bajo,1447,1447,0,False
150512,LIMA,CAÃETE,QUILMANA,0.011992324376829929,0.008994243282622447,Muy bajo,Muy bajo,1448,1448,0,False
021701,ANCASH,RECUAY,RECUAY,0.011699759281096128,0.008774819460822095,Muy bajo,Muy bajo,1449,1449,0,False
220102,SAN MARTIN,MOYOBAMBA,CALZADA,0.011330510456566004,0.008497882842424503,Muy bajo,Muy bajo,1450,1450,0,False
160606,LORETO,UCAYALI,VARGAS GUERRA,0.011278170768657402,0.00845862807649305,Muy bajo,Muy bajo,1451,1451,0,False
150701,LIMA,HUAROCHIRI,MATUCANA,0.011252993208978415,0.008439744906733812,Muy bajo,Muy bajo,1452,1452,0,False
021901,ANCASH,SIHUAS,SIHUAS,0.011094624638638181,0.008320968478978636,Muy bajo,Muy bajo,1453,1453,0,False
130201,LA LIBERTAD,ASCOPE,ASCOPE,0.011052115180283697,0.008289086385212772,Muy bajo,Muy bajo,1454,1454,0,False
130202,LA LIBERTAD,ASCOPE,CHICAMA,0.010984600158191282,0.008238450118643461,Muy bajo,Muy bajo,1455,1455,0,False
220913,SAN MARTIN,SAN MARTIN,SAUCE,0.010867074008623002,0.008150305506467252,Muy bajo,Muy bajo,1456,1456,0,False
130205,LA LIBERTAD,ASCOPE,PAIJAN,0.01076788527246254,0.008075913954346906,Muy bajo,Muy bajo,1457,1457,0,False
130402,LA LIBERTAD,CHEPEN,PACANGA,0.010685366912127365,0.008014025184095525,Muy bajo,Muy bajo,1458,1458,0,False
240301,TUMBES,ZARUMILLA,ZARUMILLA,0.010658694310806906,0.007994020733105178,Muy bajo,Muy bajo,1459,1459,0,False
021301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,0.010630354671903916,0.007972766003927937,Muy bajo,Muy bajo,1460,1460,0,False
220903,SAN MARTIN,SAN MARTIN,CACATACHI,0.010611183739704835,0.007958387804778626,Muy bajo,Muy bajo,1461,1461,0,False
220705,SAN MARTIN,PICOTA,PUCACACA,0.010602015033000926,0.007951511274750696,Muy bajo,Muy bajo,1462,1462,0,False
200706,PIURA,TALARA,MANCORA,0.010600347995418398,0.0079502609965638,Muy bajo,Muy bajo,1463,1463,0,False
060806,CAJAMARCA,JAEN,LAS PIRIAS,0.010596180401462076,0.007947135301096557,Muy bajo,Muy bajo,1464,1464,0,False
220912,SAN MARTIN,SAN MARTIN,SAN ANTONIO,0.010594513363879548,0.00794588502290966,Muy bajo,Muy bajo,1465,1465,0,False
220808,SAN MARTIN,RIOJA,YORONGOS,0.010592012807505755,0.007944009605629316,Muy bajo,Muy bajo,1466,1466,0,False
220807,SAN MARTIN,RIOJA,SAN FERNANDO,0.010592012807505755,0.007944009605629316,Muy bajo,Muy bajo,1466,1466,0,False
020205,ANCASH,AIJA,SUCCHA,0.010591179288714489,0.007943384466535867,Muy bajo,Muy bajo,1468,1468,0,False
060810,CAJAMARCA,JAEN,SAN FELIPE,0.010590345769923225,0.00794275932744242,Muy bajo,Muy bajo,1469,1469,0,False
020204,ANCASH,AIJA,LA MERCED,0.010589512251131961,0.00794213418834897,Muy bajo,Muy bajo,1470,1470,0,False
021304,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,0.010588678732340696,0.007941509049255523,Muy bajo,Muy bajo,1471,1471,0,False
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,0.010587845213549432,0.007940883910162073,Muy bajo,Muy bajo,1472,1472,0,False
220914,SAN MARTIN,SAN MARTIN,SHAPAJA,0.010587011694758168,0.007940258771068626,Muy bajo,Muy bajo,1473,1473,0,False
220305,SAN MARTIN,EL DORADO,SHATOJA,0.010585344657175639,0.00793900849288173,Muy bajo,Muy bajo,1474,1474,0,False
021303,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,0.01058367761959311,0.007937758214694833,Muy bajo,Muy bajo,1475,1475,0,False
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,0.01058367761959311,0.007937758214694833,Muy bajo,Muy bajo,1475,1475,0,False
060110,CAJAMARCA,CAJAMARCA,MATARA,0.010582844100801845,0.007937133075601384,Muy bajo,Muy bajo,1477,1477,0,False
010204,AMAZONAS,BAGUA,EL PARCO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
020306,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010608,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150402,LIMA,CANTA,ARAHUAY,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021009,ANCASH,HUARI,MASIN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150404,LIMA,CANTA,HUAROS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
060302,CAJAMARCA,CELENDIN,CHUMUCH,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
020111,ANCASH,HUARAZ,PIRA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
160503,LORETO,REQUENA,CAPELO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010121,AMAZONAS,CHACHAPOYAS,SONCHE,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
160504,LORETO,REQUENA,EMILIO SAN MARTIN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
220302,SAN MARTIN,EL DORADO,AGUA BLANCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150722,LIMA,HUAROCHIRI,SAN MATEO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150406,LIMA,CANTA,SAN BUENAVENTURA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150707,LIMA,HUAROCHIRI,HUACHUPAMPA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
020402,ANCASH,ASUNCION,ACOCHACA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
100511,HUANUCO,HUAMALIES,TANTAMAYO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150716,LIMA,HUAROCHIRI,SAN ANTONIO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
160509,LORETO,REQUENA,TAPICHE,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140203,LAMBAYEQUE,FERREÃAFE,INCAHUASI,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
160508,LORETO,REQUENA,SOPLIN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150702,LIMA,HUAROCHIRI,ANTIOQUIA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010107,AMAZONAS,CHACHAPOYAS,GRANADA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021910,ANCASH,SIHUAS,SICSIBAMBA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150612,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021502,ANCASH,PALLASCA,BOLOGNESI,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
151001,LIMA,YAUYOS,YAUYOS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010501,AMAZONAS,LUYA,LAMUD,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
020509,ANCASH,BOLOGNESI,HUASTA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021707,ANCASH,RECUAY,PAMPAS CHICO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150607,LIMA,HUARAL,LAMPIAN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
200606,PIURA,SULLANA,MIGUEL CHECA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
210103,PUNO,PUNO,AMANTANI,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
100110,HUANUCO,HUANUCO,YARUMAYO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
200608,PIURA,SULLANA,SALITRAL,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
200507,PIURA,PAITA,VICHAYAL,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
200502,PIURA,PAITA,AMOTAPE,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
101108,HUANUCO,YAROWILCA,CHORAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
160511,LORETO,REQUENA,YAQUERANA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
200209,PIURA,AYABACA,SICCHEZ,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
160507,LORETO,REQUENA,SAQUENA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
151007,LIMA,YAUYOS,CARANIA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
151032,LIMA,YAUYOS,VIÃAC,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
151012,LIMA,YAUYOS,HONGOS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
060615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140111,LAMBAYEQUE,CHICLAYO,PICSI,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140120,LAMBAYEQUE,CHICLAYO,TUMAN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
151006,LIMA,YAUYOS,CACRA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150708,LIMA,HUAROCHIRI,HUANZA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150502,LIMA,CAÃETE,ASIA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150809,LIMA,HUAURA,SANTA LEONOR,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140201,LAMBAYEQUE,FERREÃAFE,FERREÃAFE,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021010,ANCASH,HUARI,PAUCAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
022006,ANCASH,YUNGAY,RANRAHIRCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150710,LIMA,HUAROCHIRI,LAHUAYTAMBO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021006,ANCASH,HUARI,HUACCHIS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010503,AMAZONAS,LUYA,COCABAMBA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010521,AMAZONAS,LUYA,SANTO TOMAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150709,LIMA,HUAROCHIRI,HUAROCHIRI,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150720,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010518,AMAZONAS,LUYA,SAN JERONIMO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021409,ANCASH,OCROS,SAN PEDRO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
151030,LIMA,YAUYOS,TOMAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021008,ANCASH,HUARI,HUANTAR,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021003,ANCASH,HUARI,CAJAY,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150804,LIMA,HUAURA,CHECRAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150721,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
130302,LA LIBERTAD,BOLIVAR,BAMBAMARCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021105,ANCASH,HUARMEY,MALVAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
130705,LA LIBERTAD,PACASMAYO,SAN JOSE,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021209,ANCASH,HUAYLAS,SANTO TORIBIO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021302,ANCASH,MARISCAL LUZURIAGA,CASCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
100603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021806,ANCASH,SANTA,NEPEÃA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021705,ANCASH,RECUAY,LLACLLIN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021808,ANCASH,SANTA,SANTA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
220204,SAN MARTIN,BELLAVISTA,HUALLAGA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
101104,HUANUCO,YAROWILCA,APARICIO POMARES,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
100509,HUANUCO,HUAMALIES,PUÃOS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150711,LIMA,HUAROCHIRI,LANGA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
061203,CAJAMARCA,SAN PABLO,SAN LUIS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021710,ANCASH,RECUAY,TICAPAMPA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
061002,CAJAMARCA,SAN MARCOS,CHANCAY,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
060107,CAJAMARCA,CAJAMARCA,LLACANORA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021203,ANCASH,HUAYLAS,HUATA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
101005,HUANUCO,LAURICOCHA,RONDOS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
060507,CAJAMARCA,CONTUMAZA,TANTARICA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
060503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
200108,PIURA,PIURA,EL TALLAN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
020510,ANCASH,BOLOGNESI,HUAYLLACAYAN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
020513,ANCASH,BOLOGNESI,PACLLON,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
020512,ANCASH,BOLOGNESI,MANGAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
060505,CAJAMARCA,CONTUMAZA,SAN BENITO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150302,LIMA,CAJATAMBO,COPA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021511,ANCASH,PALLASCA,TAUCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021908,ANCASH,SIHUAS,RAGASH,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150134,LIMA,LIMA,SAN LUIS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
200802,PIURA,SECHURA,BELLAVISTA DE LA UNION,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
190205,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150718,LIMA,HUAROCHIRI,SAN DAMIAN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
160602,LORETO,UCAYALI,INAHUAYA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
160802,LORETO,PUTUMAYO,ROSA PANDURO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
160804,LORETO,PUTUMAYO,YAGUAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
060504,CAJAMARCA,CONTUMAZA,GUZMANGO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150104,LIMA,LIMA,BARRANCO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
130807,LA LIBERTAD,PATAZ,ONGON,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
020603,ANCASH,CARHUAZ,AMASHCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
200804,PIURA,SECHURA,CRISTO NOS VALGA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
061103,CAJAMARCA,SAN MIGUEL,CALQUIS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021205,ANCASH,HUAYLAS,MATO,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
100321,HUANUCO,DOS DE MAYO,SHUNQUI,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010507,AMAZONAS,LUYA,LONGUITA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
020803,ANCASH,CASMA,COMANDANTE NOEL,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
022002,ANCASH,YUNGAY,CASCAPARA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150713,LIMA,HUAROCHIRI,MARIATANA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021103,ANCASH,HUARMEY,CULEBRAS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140118,LAMBAYEQUE,CHICLAYO,POMALCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140119,LAMBAYEQUE,CHICLAYO,PUCALA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021702,ANCASH,RECUAY,CATAC,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
021007,ANCASH,HUARI,HUACHIS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
020112,ANCASH,HUARAZ,TARICA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010506,AMAZONAS,LUYA,INGUILPATA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
130304,LA LIBERTAD,BOLIVAR,LONGOTEA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
130605,LA LIBERTAD,OTUZCO,HUARANCHAL,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
151003,LIMA,YAUYOS,ALLAUCA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
010606,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,0.010582010582010581,0.007936507936507936,Muy bajo,Muy bajo,1478,1478,0,False
150129,LIMA,LIMA,SAN BARTOLO,0.008496718562208133,0.0063725389216561,Muy bajo,Muy bajo,1632,1632,0,False
